year,Base case cost,Modeled residential energy efficiency
2017,1543750.10021,1497692.99733
2018,1640266.77598,1578882.51085
2019,1756504.69636,1675530.55427
2020,1830264.16116,1738098.51392
2021,1877054.73271,1776158.01027
2022,1913477.42031,1805516.58503
2023,1957117.1218,1842965.71569
2024,1986018.65328,1866152.56925
2025,2015131.01803,1889628.54502
2026,2062741.89143,1930888.03335
2027,2108068.25901,1970333.40304
2028,2138076.66511,1994929.44859
2029,2184228.7963,2035344.6975
2030,2251281.46627,2097521.46987
2031,2314877.46098,2155122.29661
2032,2365896.80544,2200212.78638
2033,2406992.96365,2235049.12394
2034,2462141.60496,2284001.18589
2035,2505341.11285,2322648.77373
2036,2561614.19821,2372847.3504
