year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,199948.45,0.0,191912.31,175597.27
2018,199563.34,0.0,191912.31,178186.9
2019,199255.26,0.0,191912.31,179481.71
2020,198947.17,0.0,191912.31,182071.34
2021,198562.06,0.0,191912.31,183366.15
2022,198331.0,0.0,191912.31,184660.97
2023,198099.93,0.0,191912.31,187250.59
2024,197714.82,0.0,191912.31,188545.41
2025,197483.76,0.0,191912.31,189840.22
2026,197021.63,0.0,191912.31,192429.85
2027,196790.56,0.0,191912.31,195019.47
2028,196482.47,0.0,191912.31,196314.29
2029,195943.32,0.0,191912.31,198903.91
2030,195173.1,0.0,191912.31,204083.17
2031,194479.91,0.0,191912.31,207967.61
2032,194094.8,0.0,191912.31,210557.23
2033,193709.69,0.0,191912.31,211852.05
2034,193401.6,0.0,191912.31,214441.67
2035,193016.5,0.0,191912.31,217031.3
2036,192477.34,0.0,191912.31,219620.93
2037,192092.23,0.0,191912.31,222210.55
2038,191630.1,0.0,191912.31,224800.18
2039,191245.0,0.0,191912.31,227389.81
2040,190782.87,0.0,191912.31,229979.43
