year,Base case cost,Modeled water and wastewater efficiency
2017,39358.8872767,71628.7002769
2018,42706.0433204,72864.6281855
2019,47248.6670654,74937.6661224
2020,49503.4544156,75478.9704907
2021,50905.4311421,75463.5748738
2022,52067.5051727,75307.7817752
2023,52865.0941751,74926.301802
2024,53423.1811175,74403.6384882
2025,54212.6134619,74059.3259022
2026,55107.4292314,73807.1728188
2027,55867.3183402,73483.3049721
2028,56491.9280714,73087.0079733
2029,57254.9037939,72804.2109453
2030,57774.397584,72374.6072723
2031,58617.2764502,72182.9054123
