year,Base case diesel consumed,Modeled solar power (pv)
2016,215741.598588,212766.488695
2017,215671.575781,212720.266768
2018,215531.530167,212603.831626
2019,215391.484553,212487.2076
2020,215181.416132,212300.373395
2021,214831.302098,211973.307702
2022,214551.21087,211716.08043
2023,214201.096835,211388.647439
2024,213850.982801,211061.032999
2025,213430.845959,210663.215756
2026,212870.663504,210125.174342
2027,212240.458241,209516.932993
2028,211540.230172,208838.493126
2029,210980.047716,208299.924567
2030,210349.842454,207691.160289
2031,209509.568771,206872.156064
2032,208389.20386,205772.890454
2033,207198.816142,204603.433244
2034,205938.405617,203363.785782
2035,204748.0179,202193.995023
