year,Base case cost,Modeled diesel efficiency
2019,562171.774683,788537.038944
2020,602507.96517,818703.057986
2021,627307.402125,834897.175332
2022,647944.656827,847456.338104
2023,661881.389221,854069.476108
2024,671492.085994,856891.806129
2025,685113.015528,863498.42734
2026,700344.482927,871704.550089
2027,713127.93969,877817.411661
2028,723467.587188,881837.732748
2029,736320.36653,888268.798244
2030,744638.442287,890700.529381
2031,758424.63895,898223.517797
2032,773123.94632,906694.026766
2033,787355.50134,914853.97408
2034,801100.397851,922683.485146
2035,806707.190524,923224.075635
2036,822372.825934,933015.861553
2037,827968.414958,933757.349575
2038,841211.948171,941553.35984
