year,Base case diesel consumed,Modeled non-residential ashp
2017,37741.0590247,-44304.7214637
2018,37741.0590247,-44304.7214637
2019,37741.0590247,-44304.7214637
2020,37741.0590247,-44304.7214637
2021,37741.0590247,-44304.7214637
2022,37741.0590247,-44304.7214637
2023,37741.0590247,-44304.7214637
2024,37741.0590247,-44304.7214637
2025,37741.0590247,-44304.7214637
2026,37741.0590247,-44304.7214637
2027,37741.0590247,-44304.7214637
2028,37741.0590247,-44304.7214637
2029,37741.0590247,-44304.7214637
2030,37741.0590247,-44304.7214637
2031,37741.0590247,-44304.7214637
