year,Base case cost,Modeled residential energy efficiency
2017,634455.022521,697957.720073
2018,690972.033412,739622.690836
2019,762468.272022,792464.493761
2020,800552.11455,819384.512819
2021,824605.067726,835088.27198
2022,838867.648035,841866.776395
2023,852800.174017,849567.81466
2024,862751.97829,854149.258624
2025,870635.970644,855964.137676
2026,880285.493293,859233.402683
2027,894021.292535,867054.941187
2028,899451.211004,867034.802532
2029,906646.659767,868463.669438
2030,909805.179181,866705.838193
2031,918541.327679,869426.753505
