year,Base case diesel consumed,Modeled residential ashp
2017,23063.6050105,-133887.58137
2018,23063.6050105,-133887.58137
2019,22892.9701696,-134058.216211
2020,22892.9701696,-134058.216211
2021,22892.9701696,-134058.216211
2022,22722.3353286,-134228.851052
2023,22722.3353286,-134228.851052
2024,22722.3353286,-134228.851052
2025,22551.7004877,-134399.485893
2026,22381.0656468,-134570.120734
2027,22381.0656468,-134570.120734
2028,22210.4308059,-134740.755575
2029,22039.7959649,-134911.390416
2030,21869.161124,-135082.025257
2031,21698.5262831,-135252.660098
