year,Base case cost,Modeled non-residential energy efficiency
2017,1267553.01106,1455829.13174
2018,1376023.60252,1548319.0854
2019,1523233.69092,1676767.0897
2020,1596838.73513,1737413.12192
2021,1643326.13147,1773186.49212
2022,1682065.62842,1801972.10391
2023,1709183.27628,1820188.23829
2024,1728553.02476,1831408.83979
2025,1755670.67262,1849941.30271
2026,1786662.27018,1872204.17803
2027,1813779.91805,1891038.31585
2028,1837023.61622,1906440.22257
2029,1864141.26408,1925562.05993
2030,1883511.01256,1937667.13703
2031,1914502.61012,1960641.13211
