year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,54500.0,5113.74,75249.92,85164.94
2018,54500.0,5163.82,75249.92,86204.48
2019,54583.33,5219.11,75249.92,87244.03
2020,54583.33,5269.88,75249.92,88283.57
2021,54666.67,5364.12,75249.92,90362.66
2022,54750.0,5412.14,75249.92,91402.21
2023,54833.33,5457.79,75249.92,92441.75
2024,54833.33,5531.15,75249.92,93481.3
2025,54916.67,5589.4,75249.92,95560.38
2026,55000.0,5643.89,75249.92,96599.93
2027,55000.0,5700.14,75249.92,97639.47
2028,55083.33,5765.26,75249.92,98679.02
2029,55166.67,5818.91,75249.92,99718.56
2030,55166.67,5876.84,75249.92,100758.11
2031,55250.0,5922.29,75249.92,101797.65
2032,55333.33,,,102837.2
2033,55333.33,,,103876.74
2034,55416.67,,,105955.83
2035,55500.0,,,106995.37
2036,55583.33,,,108034.92
