year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,75249.918575,55684.9397455
2018,75249.918575,55684.9397455
2019,75249.918575,55684.9397455
2020,75249.918575,55684.9397455
2021,75249.918575,55684.9397455
2022,75249.918575,55684.9397455
2023,75249.918575,55684.9397455
2024,75249.918575,55684.9397455
2025,75249.918575,55684.9397455
2026,75249.918575,55684.9397455
2027,75249.918575,55684.9397455
2028,75249.918575,55684.9397455
2029,75249.918575,55684.9397455
2030,75249.918575,55684.9397455
2031,75249.918575,55684.9397455
