year,Base case cost,Modeled water and wastewater efficiency
2017,53869.5568021,58310.0367873
2018,56256.1624181,59887.6466999
2019,59467.9742676,62004.3703129
2020,61311.2261915,63229.1589971
2021,63265.9264498,64549.2302803
2022,64481.7570899,65364.7510811
2023,65516.8075653,66061.5173469
2024,66784.6865368,66924.1857834
2025,67935.1131136,67702.5660932
2026,69161.7856593,68528.5328693
2027,70364.1161975,69339.6028283
2028,71571.5965581,70158.6821814
2029,72761.3011161,70960.177548
2030,73838.2724473,71690.6455765
2031,75001.4893727,72470.614162
