year,Base case cost,Modeled non-residential energy efficiency
2017,793089.821922,782832.963591
2018,842261.150908,826263.139419
2019,910554.663387,886582.828068
2020,943335.549377,915536.27862
2021,965189.47337,934838.578988
2022,981579.916365,949315.304264
2023,993872.748612,960172.84822
2024,1003433.84036,968617.604631
2025,1014360.80236,978268.754815
2026,1028019.50485,990332.692545
2027,1040312.3371,1001190.2365
2028,1049873.42884,1009634.99291
2029,1062166.26109,1020492.53687
2030,1070361.48259,1027730.89951
2031,1084020.18508,1039794.83724
