year,Base case diesel consumed,Modeled non-residential ashp
2017,23145.8673942,12123.9532608
2018,23145.8673942,12123.9532608
2019,23145.8673942,12123.9532608
2020,23145.8673942,12123.9532608
2021,23145.8673942,12123.9532608
2022,23145.8673942,12123.9532608
2023,23145.8673942,12123.9532608
2024,23145.8673942,12123.9532608
2025,23145.8673942,12123.9532608
2026,23145.8673942,12123.9532608
2027,23145.8673942,12123.9532608
2028,23145.8673942,12123.9532608
2029,23145.8673942,12123.9532608
2030,23145.8673942,12123.9532608
2031,23145.8673942,12123.9532608
