year,annotation,diesel generation efficiency
2002,,9.96
2003,,9.82
2004,,8.89
2005,,9.12
2006,,11.73
2007,,10.51
2008,,12.26
2009,,10.21
2010,,10.32
2011,,9.77
2012,,10.62
2013,,9.95
2016,start of forecast,10.11
2017,,10.11
2018,,10.11
2019,,10.11
2020,,10.11
2021,,10.11
2022,,10.11
2023,,10.11
2024,,10.11
2025,,10.11
2026,,10.11
2027,,10.11
2028,,10.11
2029,,10.11
2030,,10.11
2031,,10.11
2032,,10.11
2033,,10.11
2034,,10.11
2035,,10.11
2036,,10.11
2037,,10.11
2038,,10.11
2039,,10.11
2040,,10.11
