year,Base case diesel consumed,Modeled residential ashp
2017,23145.8673942,11132.0055075
2018,23145.8673942,11132.0055075
2019,23145.8673942,11132.0055075
2020,23145.8673942,11132.0055075
2021,23145.8673942,11132.0055075
2022,23145.8673942,11132.0055075
2023,23145.8673942,11132.0055075
2024,23145.8673942,11132.0055075
2025,23145.8673942,11132.0055075
2026,23145.8673942,11132.0055075
2027,23145.8673942,11132.0055075
2028,23145.8673942,11132.0055075
2029,23145.8673942,11132.0055075
2030,23145.8673942,11132.0055075
2031,23145.8673942,11132.0055075
