year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,10963.11,5441.16,52261.95,30040.33
2018,10841.26,5439.05,52261.95,30040.33
2019,10597.58,5437.32,52261.95,30040.33
2020,10475.74,5435.61,52261.95,28916.42
2021,10232.06,5433.12,52261.95,28916.42
2022,10110.22,5431.18,52261.95,28916.42
2023,9866.54,5428.7,52261.95,27792.5
2024,9622.86,5426.27,52261.95,27792.5
2025,9501.02,5424.33,52261.95,27792.5
2026,9257.34,5421.89,52261.95,26668.59
2027,9013.65,5419.75,52261.95,26668.59
2028,8891.81,5417.67,52261.95,26668.59
2029,8769.97,5416.82,52261.95,26668.59
2030,8648.13,5415.61,52261.95,25544.68
2031,8526.29,5414.08,52261.95,25544.68
2032,8282.61,5411.49,52261.95,25544.68
2033,8038.93,5408.6,52261.95,24420.76
2034,7795.25,5405.81,52261.95,24420.76
2035,7551.57,5403.39,52261.95,24420.76
2036,7429.72,5400.92,52261.95,23296.85
2037,7186.04,5398.85,52261.95,23296.85
2038,6942.36,5396.44,52261.95,23296.85
2039,6820.52,5394.14,52261.95,22172.93
2040,6576.84,5391.62,52261.95,22172.93
