year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5441.16204021,3536.75532613
2018,5439.05097641,3535.38313467
2019,5437.32462822,3534.26100834
2020,5435.60594573,3533.14386472
2021,5433.12231268,3531.52950324
2022,5431.1755486,3530.26410659
2023,5428.70357606,3528.65732444
2024,5426.26588323,3527.0728241
2025,5424.32859331,3525.81358565
2026,5421.88523219,3524.22540092
2027,5419.75354658,3522.83980527
2028,5417.66666753,3521.48333389
2029,5416.81755621,3520.93141154
2030,5415.6050259,3520.14326684
2031,5414.07979439,3519.15186635
