year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,52261.9548468,38673.8465866
2018,52261.9548468,38673.8465866
2019,52261.9548468,38673.8465866
2020,52261.9548468,38673.8465866
2021,52261.9548468,38673.8465866
2022,52261.9548468,38673.8465866
2023,52261.9548468,38673.8465866
2024,52261.9548468,38673.8465866
2025,52261.9548468,38673.8465866
2026,52261.9548468,38673.8465866
2027,52261.9548468,38673.8465866
2028,52261.9548468,38673.8465866
2029,52261.9548468,38673.8465866
2030,52261.9548468,38673.8465866
2031,52261.9548468,38673.8465866
