year,Base case cost,Modeled biomass for heat (cordwood)
2017,314884.395921,343240.177968
2018,344709.158496,367735.094381
2019,386816.021071,402621.887424
2020,400911.299573,413053.967767
2021,414755.173435,424067.400119
2022,425138.67601,432180.477441
2023,426455.094512,431786.129091
2024,432423.798374,436194.814116
2025,439252.000949,441341.030648
2026,442744.640738,442757.00996
2027,449482.223313,447840.054005
2028,455375.995888,452228.718217
2029,462961.917176,458050.08999
2030,461780.495677,455525.309595
2031,470923.708252,462656.562077
2032,479228.532115,469097.657432
2033,481774.341904,469655.314054
2034,490786.525766,476690.831387
2035,496514.609629,480998.214033
2036,498609.359418,481138.469216
