year,Base case cost,Modeled residential energy efficiency
2017,197534.738914,197327.806816
2018,208253.60405,204810.417532
2019,223386.119535,215667.922383
2020,222218.610205,212199.360005
2021,227075.527078,215222.276917
2022,230718.214733,217347.009784
2023,224622.103925,210048.643967
2024,226665.081014,210978.747179
2025,228999.911973,212139.101773
2026,223381.445994,205133.581037
2027,225622.649475,206226.79993
2028,227583.702521,207127.977563
2029,230105.056437,208451.284304
2030,222605.99746,199992.349422
2031,225558.914465,201620.659153
2032,228243.384469,203067.474209
2033,221641.829974,195164.290397
2034,224466.009197,196697.926968
2035,226263.214157,197516.724561
2036,219193.522274,189177.889912
