year,Base case diesel consumed,Modeled diesel efficiency
2019,10597.5831058,9634.16645984
2020,10475.7423959,9523.40217812
2021,10232.0609761,9301.87361468
2022,10110.2202663,9191.10933296
2023,9866.53884647,8969.58076952
2024,9622.85742668,8748.05220607
2025,9501.01671679,8637.28792435
2026,9257.335297,8415.75936091
2027,9013.65387721,8194.23079747
2028,8891.81316732,8083.46651574
2029,8769.97245743,7972.70223402
2030,8648.13174753,7861.9379523
2031,8526.29103764,7751.17367058
2032,8282.60961785,7529.64510714
2033,8038.92819806,7308.1165437
2034,7795.24677828,7086.58798025
2035,7551.56535849,6865.05941681
2036,7429.7246486,6754.29513509
2037,7186.04322881,6532.76657165
2038,6942.36180902,6311.2380082
