year,Base case cost,Modeled water and wastewater efficiency
2017,44197.9567105,35510.2160322
2018,46181.9221438,36712.900636
2019,48991.6991609,38461.1706958
2020,50270.1572329,39204.753721
2021,51187.5689347,39712.8574204
2022,51874.2425523,40071.6532742
2023,52320.2004192,40274.0934522
2024,52707.3397048,40439.9731048
2025,53157.8120147,40649.7613169
2026,53778.8910006,40973.5414361
2027,54226.6003297,41185.4007139
2028,54615.7644985,41360.6931194
2029,55134.6779603,41623.6857637
2030,55473.7797963,41770.1102991
2031,56102.4231579,42108.5934929
