year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,18281.387061,13528.2264251
2018,18281.387061,13528.2264251
2019,18281.387061,13528.2264251
2020,18281.387061,13528.2264251
2021,18281.387061,13528.2264251
2022,18281.387061,13528.2264251
2023,18281.387061,13528.2264251
2024,18281.387061,13528.2264251
2025,18281.387061,13528.2264251
2026,18281.387061,13528.2264251
2027,18281.387061,13528.2264251
2028,18281.387061,13528.2264251
2029,18281.387061,13528.2264251
2030,18281.387061,13528.2264251
2031,18281.387061,13528.2264251
