year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32385.17,64913.41,184312.85,13641.73,51815.48,99736.41
2018,35033.65,70215.01,192954.77,14159.51,53797.71,103551.88
2019,38592.7,77344.75,204576.66,14859.27,56463.47,108683.03
2020,40329.55,80818.21,210238.6,15197.03,57762.17,111182.82
2021,41520.83,83194.79,214112.57,15425.11,58650.76,112893.2
2022,42438.99,85022.93,217092.54,15598.75,59334.28,114208.88
2023,43084.97,86302.63,219178.52,15716.93,59812.75,115129.85
2024,43548.52,87216.7,220668.51,15799.17,60154.52,115787.69
2025,44195.37,88496.4,222754.49,15916.63,60632.98,116708.67
2026,45025.25,90141.72,225436.46,16069.66,61248.16,117892.78
2027,45673.96,91421.42,219332.11,16185.44,61726.63,114853.3
2028,46141.05,92335.49,220768.46,16264.41,62068.39,115489.21
2029,46873.91,93798.0,223066.61,16405.64,62615.21,116506.67
2030,47335.3,94712.07,224502.96,16490.53,62956.98,117142.58
2031,48165.42,96357.39,227088.39,16643.83,63572.15,118287.22
2032,,,229386.55,,,119304.68
2033,,,231971.98,,,120449.32
2034,,,234844.68,,,121721.14
2035,,,227457.79,,,118137.84
2036,,,230223.21,,,119365.81
