year,Base case diesel consumed,Modeled non-residential ashp
2017,18281.387061,12796.9709372
2018,18281.387061,12796.9709372
2019,18281.387061,12796.9709372
2020,18281.387061,12796.9709372
2021,18281.387061,12796.9709372
2022,18281.387061,12796.9709372
2023,18281.387061,12796.9709372
2024,18281.387061,12796.9709372
2025,18281.387061,12796.9709372
2026,18281.387061,12796.9709372
2027,18281.387061,12796.9709372
2028,18281.387061,12796.9709372
2029,18281.387061,12796.9709372
2030,18281.387061,12796.9709372
2031,18281.387061,12796.9709372
