year,Base case cost,Modeled residential energy efficiency
2017,284049.261143,260960.771564
2018,296506.647736,269728.519742
2019,313259.684878,281839.606338
2020,321421.420922,287324.631708
2021,327005.766636,290835.293519
2022,331301.417185,293368.028822
2023,334308.372569,294922.393114
2024,336456.197844,295830.249714
2025,339463.153228,297420.36435
2026,343329.238723,299692.323039
2027,334185.402625,289165.740379
2028,336257.663538,290066.240168
2029,339573.280999,291934.35817
2030,341645.541912,292866.610644
2031,345375.611555,295082.921667
2032,348691.229016,296997.00948
2033,352421.298659,299242.892497
2034,356565.820485,301820.228283
2035,345595.630449,289783.124244
2036,349589.023551,292236.872374
