year,Base case cost,Modeled non-residential energy efficiency
2017,116728.890487,120151.554297
2018,124012.721601,126524.036618
2019,133808.218617,135239.748299
2020,138580.38383,139296.625336
2021,141845.549502,141961.98368
2022,144357.215404,143935.80054
2023,146115.381535,145217.873344
2024,147371.214486,146041.39915
2025,149129.380617,147339.764298
2026,151389.879928,149112.780125
2027,153148.046059,150426.682863
2028,154403.87901,151281.292588
2029,156413.211731,152843.408007
2030,157669.044682,153712.48824
2031,159929.543993,155522.129897
