year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,4439.66,525980.0,525980.0
2004,,4439.66,512148.0,512148.0
2005,,4439.66,505110.0,505110.0
2006,,4439.66,469223.0,469223.0
2007,,4439.66,429330.0,429330.0
2008,,4439.66,441701.0,441701.0
2009,,4439.66,477856.0,477856.0
2010,,4439.66,487606.0,487606.0
2011,,4439.66,477294.0,477294.0
2012,,4439.66,551980.0,551980.0
2013,,4439.66,452576.0,452576.0
2014,,4439.66,111673.0,111673.0
2015,start of forecast,4439.66,386000.0,386000.0
2016,,4439.66,386000.0,386000.0
2017,,4439.66,387000.0,387000.0
2018,,4439.66,387000.0,387000.0
2019,,4439.66,387000.0,387000.0
2020,,4439.66,387000.0,387000.0
2021,,4439.66,388000.0,388000.0
2022,,4439.66,388000.0,388000.0
2023,,4439.66,388000.0,388000.0
2024,,4439.66,388000.0,388000.0
2025,,4439.66,388000.0,388000.0
2026,,4439.66,388000.0,388000.0
2027,,4439.66,389000.0,389000.0
2028,,4439.66,389000.0,389000.0
2029,,4439.66,389000.0,389000.0
2030,,4439.66,389000.0,389000.0
2031,,4439.66,389000.0,389000.0
2032,,4439.66,389000.0,389000.0
2033,,4439.66,389000.0,389000.0
2034,,4439.66,389000.0,389000.0
2035,,4439.66,389000.0,389000.0
2036,,4439.66,389000.0,389000.0
2037,,4439.66,389000.0,389000.0
2038,,4439.66,389000.0,389000.0
2039,,4439.66,389000.0,389000.0
2040,,4439.66,389000.0,389000.0
