year,Base case cost,Modeled residential energy efficiency
2017,422766.716709,405290.727608
2018,442966.432135,418969.454241
2019,483403.681859,451089.380326
2020,496671.142716,459733.501898
2021,505900.680703,465357.74636
2022,526568.915624,483015.579099
2023,531309.62796,485340.03764
2024,535457.751255,487242.936359
2025,540198.463592,489627.149047
2026,560389.951734,507209.372653
2027,565864.939375,510244.048772
2028,570123.263095,512371.151965
2029,575598.250735,515460.174159
2030,578639.910535,516705.281517
2031,585331.562096,520781.200352
2032,606483.368231,539483.078425
2033,612724.11701,543298.319825
2034,604189.852857,532221.598748
2035,608448.176577,534523.946414
2036,615139.828137,538719.173978
