year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,51613.21,267906.36,243583.45,22047.29,179181.73,179183.26
2018,54969.72,285507.46,259125.6,22656.36,183839.27,183840.84
2019,59543.66,309464.51,288346.95,23476.16,190178.69,195056.73
2020,61668.21,320709.65,298562.44,23881.73,193154.33,198108.7
2021,63134.72,328532.36,305668.87,24174.05,195224.35,200231.81
2022,64225.19,334399.39,319699.17,24401.67,196776.86,206869.75
2023,64941.06,338310.75,323351.79,24563.58,197811.87,207957.84
2024,65562.96,341733.18,326547.83,24709.16,198717.5,208909.92
2025,66279.89,345644.54,330200.45,24869.27,199752.5,209998.02
2026,67185.27,350533.73,343876.74,25060.31,201046.26,216513.21
2027,68000.01,354934.01,348097.77,25231.94,202210.65,217767.17
2028,68630.46,358356.44,351380.79,25368.18,203116.28,218742.48
2029,69439.15,362756.72,355601.81,25544.73,204280.66,219996.44
2030,69878.73,365201.31,357946.83,25651.47,204927.54,220693.08
2031,70886.24,370579.43,363105.86,25849.1,206350.68,222225.71
2032,,,377540.11,,,228943.26
2033,,,382354.39,,,230369.72
2034,,,377644.95,,,226544.91
2035,,,380927.97,,,227520.21
2036,,,386087.0,,,229052.83
