year,Base case cost,Modeled water and wastewater efficiency
2017,73660.5057846,58226.9081897
2018,77626.084762,60674.5931831
2019,83019.8142143,64076.1218077
2020,85549.9456829,65579.2581374
2021,87308.7720736,66573.9857284
2022,88626.8551369,67279.9265319
2023,89504.6430392,67697.1728127
2024,90272.1126055,68045.0511633
2025,91149.1635754,68469.4912768
2026,92245.573335,69043.3951632
2027,93231.9549994,69547.541095
2028,93998.6423583,69908.9590845
2029,94983.8782667,70419.9934069
2030,95530.2008891,70642.199174
2031,96735.3431163,71305.0914815
