year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,21396.97,9419.22,48891.94,43172.62
2018,21396.97,9413.33,48891.94,43172.62
2019,21396.97,9407.23,48891.94,44415.17
2020,21396.97,9401.27,48891.94,44415.17
2021,21452.26,9395.66,48891.94,44415.17
2022,21452.26,9390.25,48891.94,45657.73
2023,21452.26,9385.14,48891.94,45657.73
2024,21452.26,9380.12,48891.94,45657.73
2025,21452.26,9375.39,48891.94,45657.73
2026,21452.26,9370.9,48891.94,46900.28
2027,21507.55,9366.96,48891.94,46900.28
2028,21507.55,9363.52,48891.94,46900.28
2029,21507.55,9358.93,48891.94,46900.28
2030,21507.55,9355.13,48891.94,46900.28
2031,21507.55,9352.29,48891.94,46900.28
2032,21507.55,,,48142.84
2033,21507.55,,,48142.84
2034,21507.55,,,46900.28
2035,21507.55,,,46900.28
2036,21507.55,,,46900.28
