year,Base case cost,Modeled diesel efficiency
2019,82806.2766717,247190.642209
2020,87727.5799364,247635.361872
2021,91386.6277968,247027.010818
2022,93960.8990024,245524.720064
2023,95677.0798061,243332.406603
2024,97178.7380093,241033.021283
2025,98894.918813,239014.543918
2026,101040.144818,237469.982064
2027,103236.237006,236053.570798
2028,104741.765462,234089.363181
2029,106677.444906,232594.316074
2030,107752.822375,230393.459606
2031,110118.652806,229440.237617
2032,112269.407744,228364.241933
2033,114420.162682,227359.290621
2034,116785.993113,226619.241799
2035,118291.521569,225164.853471
2036,120657.352001,224558.723091
2037,121947.804963,223039.591341
2038,124313.635395,222561.175572
