year,Base case diesel consumed,Modeled residential ashp
2017,46584.5378742,3411.92051265
2018,46584.5378742,3411.92051265
2019,47925.2925408,4752.67517932
2020,47925.2925408,4752.67517932
2021,47925.2925408,4752.67517932
2022,49266.0472075,6093.42984598
2023,49266.0472075,6093.42984598
2024,49266.0472075,6093.42984598
2025,49266.0472075,6093.42984598
2026,50606.8018742,7434.18451265
2027,50606.8018742,7434.18451265
2028,50606.8018742,7434.18451265
2029,50606.8018742,7434.18451265
2030,50606.8018742,7434.18451265
2031,50606.8018742,7434.18451265
