year,Base case cost,Modeled wind power
2019,172331.842839,
2020,184678.011012,
2021,192296.892358,
2022,199394.325057,
2023,203999.768418,
2024,208574.913195,
2025,213802.639663,
2026,219976.595047,
2027,224559.099035,
2028,229472.655857,
2029,235792.442934,
2030,239408.363024,
2031,246531.850889,
2032,252753.344513,
2033,259026.708435,
2034,265354.267962,
2035,270601.028452,
2036,277744.75209,
2037,282373.2585,
2038,289628.311981,
