year,Base case diesel consumed,Modeled non-residential ashp
2017,79972.4527311,55980.7168878
2018,79972.4527311,55980.7168878
2019,79972.4527311,55980.7168878
2020,79972.4527311,55980.7168878
2021,79972.4527311,55980.7168878
2022,79972.4527311,55980.7168878
2023,79972.4527311,55980.7168878
2024,79972.4527311,55980.7168878
2025,79972.4527311,55980.7168878
2026,79972.4527311,55980.7168878
2027,79972.4527311,55980.7168878
2028,79972.4527311,55980.7168878
2029,79972.4527311,55980.7168878
2030,79972.4527311,55980.7168878
2031,79972.4527311,55980.7168878
