year,Base case cost,Modeled diesel efficiency
2019,172331.842839,360577.97348
2020,184678.011012,371801.762729
2021,192296.892358,378728.018498
2022,199394.325057,385180.230043
2023,203999.768418,389366.996734
2024,208574.913195,393526.219258
2025,213802.639663,398278.697865
2026,219976.595047,403891.384578
2027,224559.099035,408057.297295
2028,229472.655857,412524.167133
2029,235792.442934,418269.428112
2030,239408.363024,421556.628194
2031,246531.850889,428032.526253
2032,252753.344513,433688.429548
2033,259026.708435,439391.487658
2034,265354.267962,445143.814502
2035,270601.028452,449913.596764
2036,277744.75209,456407.890981
2037,282373.2585,460615.624081
2038,289628.311981,467211.127246
