year,Base case cost,Modeled water and wastewater efficiency
2017,86487.34093,157968.89819
2018,91080.0405171,158866.218111
2019,98117.0360383,161511.261454
2020,101078.868862,161387.082923
2021,103401.735287,160871.865205
2022,104819.993599,159780.117341
2023,106018.386323,158584.796581
2024,106731.083821,157100.365225
2025,107655.43601,155808.695478
2026,108763.07566,154688.832227
2027,109823.673607,153580.219493
2028,110428.234647,152198.992048
2029,111559.703004,151225.376245
2030,112197.997618,149951.11046
2031,113667.467205,149295.598369
