year,Base case cost,Modeled residential energy efficiency
2017,5333667.88833,5349732.14309
2018,5582384.19699,5540509.01852
2019,5986588.10744,5868594.52191
2020,6150490.56475,5990211.28969
2021,6275071.43981,6078461.60987
2022,6347877.95824,6122741.66307
2023,6407487.0178,6156045.93068
2024,6441310.44694,6167635.61026
2025,6478898.90571,6181479.35018
2026,6528567.79662,6205884.42182
2027,6568804.2583,6221187.91838
2028,6583322.78814,6214812.37347
2029,6631062.26925,6238257.51651
2030,6653490.01006,6240414.84181
2031,6745920.6388,6309160.17474
2032,6776935.52494,6314925.72745
2033,6813110.07125,6327995.8059
2034,6860620.36522,6350823.98127
2035,6890077.23532,6361446.09458
2036,6955504.60749,6402732.28624
