year,Base case cost,Modeled non-residential energy efficiency
2017,6678624.68475,6515576.00215
2018,7050570.91936,6825574.36812
2019,7591583.62425,7285391.21149
2020,7828276.68263,7476747.87804
2021,8014249.79994,7623706.73278
2022,8132596.32913,7711319.85254
2023,8234036.2113,7784392.17361
2024,8301662.79941,7827976.2252
2025,8386196.03454,7886877.38561
2026,8487635.91671,7961086.77311
2027,8589075.79888,8035657.55639
2028,8656702.38699,8080704.95017
2029,8758142.26915,8155973.31313
2030,8825768.85726,8201701.93707
2031,8927208.73943,8277635.56389
