year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,933553.404361,690829.519227
2018,933553.404361,690829.519227
2019,933553.404361,690829.519227
2020,933553.404361,690829.519227
2021,933553.404361,690829.519227
2022,933553.404361,690829.519227
2023,933553.404361,690829.519227
2024,933553.404361,690829.519227
2025,933553.404361,690829.519227
2026,933553.404361,690829.519227
2027,933553.404361,690829.519227
2028,933553.404361,690829.519227
2029,933553.404361,690829.519227
2030,933553.404361,690829.519227
2031,933553.404361,690829.519227
