year,Base case cost,Modeled biomass for heat (cordwood)
2017,6054652.17911,7213347.18796
2018,6448090.07922,7539975.33075
2019,7045643.02651,8046702.98198
2020,7298963.56111,8253291.06505
2021,7495298.24751,8410488.47011
2022,7616118.23756,8502192.0896
2023,7717877.06851,8577550.55258
2024,7781937.00674,8620352.18854
2025,7859029.43772,8674023.78986
2026,7954335.16324,8743739.82608
2027,8043583.51424,8807656.14717
2028,8095205.20978,8839062.83948
2029,8189052.90166,8908075.84528
2030,8245556.92537,8944850.55308
2031,8367824.83168,9042758.07738
2032,8461322.68909,9109691.69735
2033,8547464.68918,9171925.64702
2034,8651270.33563,9249608.78614
2035,8711992.83841,9291720.02147
2036,8827184.83845,9381210.78074
