year,Base case cost,Modeled non-residential energy efficiency
2017,1060874.69604,1047117.41455
2018,1115013.9014,1093414.90688
2019,1190197.43445,1159011.08823
2020,1224466.81549,1187367.26322
2021,1249002.40898,1207052.17107
2022,1267697.72994,1221556.38149
2023,1280552.77837,1230878.55356
2024,1290286.56592,1237334.81695
2025,1303141.61434,1246764.84251
2026,1317943.42028,1257992.87802
2027,1330798.46871,1267525.76084
2028,1341706.75962,1275362.29984
2029,1355334.0622,1285564.74305
2030,1364295.5956,1291751.10389
2031,1379097.40154,1303221.59853
