year,population
2003,400.0
2004,394.0
2005,405.0
2006,419.0
2007,413.0
2008,398.0
2009,407.0
2010,401.0
2011,418.0
2012,427.0
2013,436.0
2014,444.0
2015,453.0
2016,461.0
2017,470.0
2018,479.0
2019,488.0
2020,497.0
2021,506.0
2022,515.0
2023,524.0
2024,533.0
2025,542.0
2026,551.0
2027,560.0
2028,569.0
2029,579.0
2030,588.0
2031,598.0
2032,606.0
2033,614.0
2034,622.0
2035,630.0
2036,638.0
2037,647.0
2038,655.0
2039,663.0
2040,670.0
