year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,136634.0,10184.83,117450.34,64985.68
2018,137942.2,10375.41,117450.34,66507.03
2019,139323.07,10570.3,117450.34,68028.38
2020,140703.95,10765.87,117450.34,69549.72
2021,142084.82,10959.08,117450.34,71071.07
2022,143393.02,11152.66,117450.34,72592.42
2023,144773.9,11345.47,117450.34,74113.77
2024,146082.1,11540.9,117450.34,76395.79
2025,147462.97,11736.98,117450.34,77917.13
2026,148843.85,11933.79,117450.34,79438.48
2027,150224.72,12128.32,117450.34,80959.83
2028,151532.92,12320.62,117450.34,82481.18
2029,153059.15,12535.66,117450.34,84763.2
2030,154512.7,12745.12,117450.34,86284.54
2031,155966.26,12946.53,117450.34,87805.89
