year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,117450.336491,86913.2490035
2018,117450.336491,86913.2490035
2019,117450.336491,86913.2490035
2020,117450.336491,86913.2490035
2021,117450.336491,86913.2490035
2022,117450.336491,86913.2490035
2023,117450.336491,86913.2490035
2024,117450.336491,86913.2490035
2025,117450.336491,86913.2490035
2026,117450.336491,86913.2490035
2027,117450.336491,86913.2490035
2028,117450.336491,86913.2490035
2029,117450.336491,86913.2490035
2030,117450.336491,86913.2490035
2031,117450.336491,86913.2490035
