year,Base case cost,Modeled residential energy efficiency
2017,213856.302657,203962.119176
2018,225916.692649,215178.781052
2019,242306.453407,230421.936934
2020,249728.231864,237324.498088
2021,254985.324937,242213.812239
2022,259005.454934,245952.699531
2023,247340.074641,234092.612749
2024,249395.263963,235996.363691
2025,251744.051759,238172.079053
2026,254973.634979,241163.687676
2027,257322.422775,243339.403038
2028,259671.210572,245515.118401
2029,262313.596843,247962.798183
2030,264075.18769,249594.584705
2031,267304.77091,252586.193328
2032,270240.755655,255305.837531
2033,273470.338875,258297.446154
2034,276699.922095,261289.054777
2035,278755.111417,263192.805719
2036,265690.356673,249890.076378
