year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,6062.95,406300.0,406300.0
2004,,6062.95,412394.0,412394.0
2005,,6062.95,45100.0,45100.0
2006,,6062.95,0.0,0.0
2007,,6062.95,0.0,0.0
2008,,6062.95,0.0,0.0
2009,,6062.95,100325.0,100325.0
2010,,6062.95,382809.0,382809.0
2011,,6062.95,416330.0,416330.0
2012,,6062.95,433601.0,433601.0
2013,,6062.95,426900.0,426900.0
2014,start of forecast,6062.95,410000.0,410000.0
2015,,6062.95,410000.0,410000.0
2016,,6062.95,410000.0,410000.0
2017,,6062.95,410000.0,410000.0
2018,,6062.95,410000.0,410000.0
2019,,6062.95,410000.0,410000.0
2020,,6062.95,410000.0,410000.0
2021,,6062.95,410000.0,410000.0
2022,,6062.95,409000.0,409000.0
2023,,6062.95,409000.0,409000.0
2024,,6062.95,409000.0,409000.0
2025,,6062.95,409000.0,409000.0
2026,,6062.95,409000.0,409000.0
2027,,6062.95,409000.0,409000.0
2028,,6062.95,409000.0,409000.0
2029,,6062.95,408000.0,408000.0
2030,,6062.95,408000.0,408000.0
2031,,6062.95,408000.0,408000.0
2032,,6062.95,408000.0,408000.0
2033,,6062.95,408000.0,408000.0
2034,,6062.95,408000.0,408000.0
2035,,6062.95,408000.0,408000.0
2036,,6062.95,408000.0,408000.0
2037,,6062.95,408000.0,408000.0
2038,,6062.95,408000.0,408000.0
2039,,6062.95,408000.0,408000.0
2040,,6062.95,407000.0,407000.0
