year,Base case cost,Modeled solar power (pv)
2016,123260.435575,
2017,143248.614317,
2018,157684.521186,
2019,177302.54847,
2020,186186.183466,
2021,192478.758255,
2022,196809.530316,
2023,200132.768164,
2024,202717.508712,
2025,205671.49791,
2026,209733.233057,
2027,212687.222255,
2028,215641.211453,
2029,218429.083899,
2030,220639.158947,
2031,224690.963202,
2032,228374.421615,
2033,232426.225869,
2034,236478.030124,
2035,239056.451013,
