year,Base case cost,Modeled diesel efficiency
2019,177302.54847,334358.152634
2020,186186.183466,342434.184449
2021,192478.758255,348154.706985
2022,196809.530316,352091.772494
2023,200132.768164,355112.89781
2024,202717.508712,357462.661945
2025,205671.49791,360148.106671
2026,209733.233057,363840.593168
2027,212687.222255,366526.037894
2028,215641.211453,369211.482619
2029,218429.083899,371745.912115
2030,220639.158947,373755.07125
2031,224690.963202,377438.529663
2032,228374.421615,380787.12822
2033,232426.225869,384470.586634
2034,236478.030124,388154.045047
2035,239056.451013,390498.064037
2036,243108.255268,394181.52245
2037,245686.676157,396525.54144
2038,249738.480411,400208.999853
