year,Base case cost,Modeled residential energy efficiency
2017,421437.128123,412694.657411
2018,440773.807694,429011.463972
2019,469035.108605,452859.104329
2020,491047.681217,472780.995626
2021,500132.927405,480472.45427
2022,507703.965894,486882.00314
2023,521247.020899,499728.164373
2024,525869.956416,503654.206119
2025,530492.891934,507580.247864
2026,545924.945946,522083.110181
2027,551412.068543,526757.190045
2028,564760.206664,539524.583356
2029,571138.28715,544973.472146
2030,574327.327393,547697.916541
2031,590401.880793,562843.278246
2032,597697.689975,569093.746771
2033,614106.878474,584573.743574
2034,621523.156291,590944.680734
2035,635754.731071,604595.510703
2036,643291.477523,611086.916498
