year,Base case diesel consumed,Modeled non-residential ashp
2017,83791.4618258,69895.3225684
2018,83791.4618258,69895.3225684
2019,83791.4618258,69895.3225684
2020,85495.3909848,71599.2517273
2021,85495.3909848,71599.2517273
2022,85495.3909848,71599.2517273
2023,87199.3201438,73303.1808863
2024,87199.3201438,73303.1808863
2025,87199.3201438,73303.1808863
2026,88903.2493028,75007.1100453
2027,88903.2493028,75007.1100453
2028,90607.1784618,76711.0392043
2029,90607.1784618,76711.0392043
2030,90607.1784618,76711.0392043
2031,92311.1076207,78414.9683632
