year,Base case cost,Modeled non-residential energy efficiency
2017,301657.862928,315424.955395
2018,319832.264291,332005.275779
2019,346394.850897,356238.051726
2020,358977.128764,367716.735069
2021,367365.314008,375369.190631
2022,374355.468378,381746.236933
2023,378549.561,385572.464714
2024,382743.653622,389398.692495
2025,386937.746244,393224.920276
2026,392529.869741,398326.557317
2027,397422.9778,402790.489728
2028,400918.054985,405979.012879
2029,406510.178481,411080.649921
2030,409306.240229,413631.468441
2031,414898.363725,418733.105483
