year,Base case cost,Modeled diesel efficiency
2019,863666.215659,1095615.12777
2020,914615.634579,1141932.78134
2021,950814.142544,1174840.51585
2022,977666.867696,1199252.08417
2023,994877.275014,1214897.909
2024,1012098.29995,1230553.38622
2025,1029329.94251,1246218.51582
2026,1051076.34975,1265987.97695
2027,1070742.46142,1283866.26028
2028,1088002.92324,1299557.58921
2029,1107692.54536,1317457.24569
2030,1120136.39868,1328769.83961
2031,1144329.40945,1350763.48576
2032,1166468.66871,1370890.08509
2033,1191042.39708,1393229.83816
2034,1215631.29348,1415583.38034
2035,1230546.01918,1429142.22188
2036,1255162.21804,1451520.58448
2037,1270098.17898,1465098.73079
2038,1294741.6803,1487501.91381
