year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,12394.34,1323400.11,1159554.07,19119.0,981684.48,580471.77
2018,13314.51,1410916.89,1249744.1,20374.83,1034760.89,623566.11
2019,14577.36,1532909.98,1375851.81,22074.87,1108746.19,683835.32
2020,15224.59,1588602.47,1448796.24,23002.2,1142522.08,717596.77
2021,15728.47,1628382.83,1519467.5,23752.64,1166647.72,749253.0
2022,16137.87,1657555.09,1575094.45,24387.59,1184339.86,774018.29
2023,16450.93,1676119.25,1631456.34,24903.8,1195598.49,798289.21
2024,16769.78,1694683.42,1680176.11,25431.49,1206857.13,819464.22
2025,17093.52,1713247.58,1738000.98,25968.71,1218115.76,844340.34
2026,17474.71,1737115.79,1801209.94,26583.13,1232591.14,871810.2
2027,17834.22,1758331.98,1863046.84,27172.37,1245458.15,898529.24
2028,18171.95,1776896.15,1923346.7,27736.44,1256716.78,924429.21
2029,18544.58,1798112.34,1986888.59,28351.55,1269583.79,951853.56
2030,18840.4,1811372.45,2043729.35,28869.15,1277625.67,975956.11
2031,19279.73,1837892.69,2114030.3,29579.29,1293709.43,1006543.0
2032,,,2191899.32,,,1040011.92
2033,,,2264455.26,,,1071531.65
2034,,,2338111.19,,,1103506.41
2035,,,2411006.06,,,1134367.95
2036,,,2496253.07,,,1171072.21
