year,Base case cost,Modeled biomass for heat (pellet)
2017,52339.2836938,
2018,56547.9836938,
2019,62580.4536938,
2020,65386.2536938,
2021,67490.6036938,
2022,68893.5036938,
2023,70015.8236938,
2024,70857.5636938,
2025,71979.8836938,
2026,73242.4936938,
2027,74224.5236938,
2028,75206.5536938,
2029,76328.8736938,
2030,77030.3236938,
2031,78433.2236938,
2032,79695.8336938,
2033,81098.7336938,
2034,82501.6336938,
2035,83343.3736938,
2036,84746.2736938,
