year,Base case cost,Modeled residential energy efficiency
2017,485717.460079,440185.379305
2018,528315.332206,476475.795757
2019,584425.305375,524300.974711
2020,619088.615589,554523.310884
2021,649620.773585,581446.313459
2022,667705.062628,596752.590662
2023,691490.490575,618188.983135
2024,706157.993405,630735.028929
2025,729171.16043,651652.934713
2026,756614.274734,676424.107592
2027,780293.233318,698058.369037
2028,804261.666491,720006.501745
2029,840016.344274,753363.19603
2030,863183.569066,774757.965854
2031,891200.479295,800422.880333
