year,population
2003,572.0
2004,564.0
2005,598.0
2006,603.0
2007,611.0
2008,606.0
2009,601.0
2010,590.0
2011,595.0
2012,600.0
2013,607.0
2014,613.0
2015,618.0
2016,625.0
2017,632.0
2018,642.0
2019,650.0
2020,660.0
2021,668.0
2022,676.0
2023,683.0
2024,690.0
2025,699.0
2026,707.0
2027,719.0
2028,728.0
2029,739.0
2030,751.0
2031,760.0
2032,769.0
2033,778.0
2034,787.0
2035,796.0
2036,805.0
2037,815.0
2038,824.0
2039,833.0
2040,843.0
