year,Base case cost,Modeled non-residential energy efficiency
2017,1270776.33568,1507358.13157
2018,1347226.28398,1574132.09824
2019,1454256.21159,1670365.95427
2020,1503184.1785,1711063.92145
2021,1539880.15368,1740184.0036
2022,1564344.13714,1757722.7982
2023,1582692.12473,1769538.51441
2024,1597982.11439,1778558.67253
2025,1613272.10405,1787710.86985
2026,1637736.0875,1805784.30953
2027,1653026.07716,1815191.37387
2028,1668316.06682,1824721.40898
2029,1689722.05234,1840233.06514
2030,1701954.04407,1847069.69772
2031,1723360.02959,1862813.15391
