year,Base case cost,Modeled water and wastewater efficiency
2017,33560.4650905,25258.525058
2018,36078.3282047,27024.3193676
2019,39539.8118819,29464.189812
2020,41216.4933989,30631.1619753
2021,42490.6798115,31511.6215255
2022,43380.5555546,32118.5202521
2023,44077.7397296,32588.5769726
2024,44672.3647973,32986.0948398
2025,45291.6196101,33401.8052958
2026,46206.842536,34029.3213163
2027,46880.6686545,34485.1618936
2028,47519.7010584,34916.7724822
2029,48396.7903425,35518.8077733
2030,49000.8376995,35926.5575709
2031,49844.8284406,36506.0890815
