year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,14006.6069692,9104.29453001
2018,14070.045008,9145.5292552
2019,14132.8024813,9186.32161286
2020,14192.9671338,9225.42863699
2021,14249.5021041,9262.17636764
2022,14304.0941267,9297.66118237
2023,14356.7792317,9331.90650064
2024,14409.3388992,9366.0702845
2025,14461.1993191,9399.77955741
2026,14512.8021917,9433.32142457
2027,14562.5795475,9465.6767059
2028,14611.1198757,9497.22791919
2029,14670.3877832,9535.75205905
2030,14726.8800512,9572.4720333
2031,14779.7853392,9606.86047048
