year,Base case cost,Modeled non-residential energy efficiency
2017,14203182.7095,14089242.2266
2018,14944906.3983,14713297.077
2019,15964776.4704,15585536.661
2020,16428353.7758,15963886.8063
2021,16768310.4665,16233097.5176
2022,17015551.6961,16420633.6779
2023,17170077.4646,16526477.102
2024,17324603.2331,16633060.5424
2025,17479129.0016,16740366.6569
2026,17695465.0775,16903345.5196
2027,17849990.846,17012046.5666
2028,18004516.6145,17121420.6546
2029,18189947.5367,17258935.5182
2030,18313568.1515,17342125.2327
2031,18529904.2274,17508392.2844
