year,Base case cost,Modeled water and wastewater efficiency
2017,130110.116557,306457.681725
2018,137618.355431,306680.589248
2019,147754.435159,308862.651223
2020,152804.019063,307597.972667
2021,156698.589054,305636.867528
2022,159730.331373,303181.422504
2023,161886.757783,300220.210465
2024,164054.181133,297371.750405
2025,166224.663159,294627.948009
2026,168991.922976,292402.428786
2027,171160.636356,289855.191463
2028,173323.832843,287399.48649
2029,175949.711789,285362.695519
2030,177954.453788,282981.450042
2031,180819.157502,281291.386189
